company	current_location	ssn	name	mail	user_id	residence	username	birthdate	address	registration	blood_group	station_ID
Bloch AG	(Decimal('47.066698'), Decimal('47.834343'))	088-62-5639	Elise Klotz-Salz	scholzvaleri@googlemail.com	2086		eboucsein		"Lorenz-Zänker-Ring 81
62822 Jessen"	2020-06-23	A+	664
Mills-Trujillo	(Decimal('-82.388175'), Decimal('172.089378'))	147-35-3055	Jaclyn King	tlong@hotmail.com	1472		wilsonkyle		"6015 Watkins Hollow Apt. 297
West Aaron, MI 91773"	15 Sep 2024	AB+	233
福田ガス有限会社	(Decimal('28.660409'), Decimal('-171.493149'))	246-22-4284	田中 陽一	minoruyamada@yahoo.com	946		ksaito		長野県東久留米市皇居外苑31丁目9番7号 湯本塩原アーバン004	2025/08/15	AB-	550
Casale s.r.l.	(Decimal('70.0421325'), Decimal('-69.336430'))	GNZSBT97C69G098B	Ludovica Mazzi	ppastine@tin.it	1909		rominanievo		"Viale Mantegazza, 5 Appartamento 5
29019, Godi (PC)"	2024-08-13	B-	392
Davis Group	(Decimal('-33.2171945'), Decimal('12.322657'))	866-60-2041	Tara Dawson	scottfranco@hotmail.com	1610		dallen	1951-11-07	"00896 Oconnor Road
Port Rebeccabury, WV 82744"	2021/08/23	O-	289
Nievo e figli	(Decimal('48.201990'), Decimal('-179.956509'))	BRSMTD22E22I362D	Tatiana Ceravolo	santinomajewski@outlook.com	1365		jmuti	1913-03-22	"Contrada Cociarelli, 72
61042, Serravalle Di Carda (PU)"	2024/04/09	O-	612
合同会社木村農林	(Decimal('-21.834428'), Decimal('-111.335939'))	289-25-2453	斎藤 千代	kazuya84@gmail.com	1100		cnakamura	1995-09-12	三重県いすみ市南郷屋2丁目8番3号 ハイツ千塚458	2021/12/13	AB+	499
高橋印刷合同会社	(Decimal('-55.4204635'), Decimal('-2.520436'))	190-33-0485	佐藤 拓真	asukahayashi@hotmail.com	804		mikako77	1923-01-06	茨城県印旛郡酒々井町虎ノ門17丁目24番8号 シティ虎ノ門651	10/16/2024, 00:00:00	A-	377
Hansen LLC	(Decimal('-43.2940575'), Decimal('-174.936051'))	458-15-7525	Danielle Miller	bradleyarnold@gmail.com	945		gravesjessica		"594 Neal Throughway
Munozmouth, FL 99950"	2024-01-08	O+	315
Schweitzer	(Decimal('-63.7042725'), Decimal('-152.364413'))	757-43-9475	Gottlieb Bohnbach	karin28@aol.de	1081		florianpaffrath	1973-07-03	"Maja-Preiß-Ring 29-96
69486 Eisenberg"	2019-03-24	B-	530
Payne LLC	(Decimal('-37.269956'), Decimal('-32.679476'))	593-14-4825	Pamela Walker	richard98@gmail.com	705		joseph12	1985-01-29	"88261 Sonia Mission
Jonesview, AK 30653"	2023-06-17	AB+	88
Chittolini-Mercantini Group	(Decimal('11.757400'), Decimal('148.888602'))	RBBLRI84A08E868X	Ermanno Toso	guarinocollodi@libero.it	1896		benedetto47	1974-10-11		2020-09-18	O-	569
合同会社松本運輸	(Decimal('69.6177345'), Decimal('67.749266'))	813-36-8252	渡辺 拓真	fujiwaratsubasa@yahoo.com	709		reigoto	2003-07-21	宮崎県山武郡横芝光町千塚14丁目26番14号 コート土沢169	2024/12/30	B-	305
田中建設株式会社	(Decimal('-1.354628'), Decimal('-37.797725'))	125-08-0218	松本 翼	tanakayumiko@yahoo.com	1070		taro77			2023-11-12	O+	73
Foa-Gotti e figli	(Decimal('29.8683615'), Decimal('140.753007'))	FLLNNI46H64D218O	Dott. Eliana Cabibbo	rsemitecolo@fastwebnet.it	33		iboccioni		"Piazza Doglioni, 4
00043, Casabianca (RM)"	2021-04-02	B-	261
Camicione SPA	(Decimal('1.455984'), Decimal('162.597015'))	PRLMCL91C62L115L	Renata Luciani	ranieri45@gmail.com	2074		rominacardano	2000-06-11		2019/05/05	B+	120
Steuer GmbH	(Decimal('88.0773715'), Decimal('-153.466412'))	142-20-2176	Arnim Nette B.Sc.	romyreuter@gmx.de	374		sinaidameyer	2021-03-05	"Tröstring 30-15
03985 Mainburg"	05/04/2025, 00:00:00	A+	38
Häring Matthäi KG	(Decimal('49.5263075'), Decimal('1.357053'))	852-73-3373	Dipl.-Ing. Carin Adolph	gretchenrohleder@googlemail.com	285		xbeer	1974-02-20	"Nikolaus-Gute-Ring 30-49
29988 Wolfenbüttel"	2020-03-01	O-	592
Trapanese, Tartini e Porzio s.r.l.	(Decimal('84.8976075'), Decimal('-100.392877'))	SMNMRA72R25F249L	Dante Federico-Galilei	camicionesaverio@gmail.com	1847		bettinagaggini	2010-02-15	"Vicolo Eleanora, 3 Appartamento 57
20084, Lacchiarella (MI)"	28 Oct 2023	AB+	417
Almeida Câmara - EI	(Decimal('12.1645245'), Decimal('2.000866'))	62130758444	Valentina Carvalho	ymontenegro@yahoo.com.br	1919		mpacheco	2001-12-20	"Distrito Isis da Cunha, 7
Novo São Lucas
65810-830 Pires / MA"	28 Apr 2019	B+	5
Lima e Filhos	(Decimal('-20.1088895'), Decimal('72.980584'))	25390867483	Theo Nogueira	silvaleticia@gmail.com	1190		theoramos	2005-03-16	"Lago Henry Gabriel Freitas, 65
Novo Das Industrias
54204401 Moreira Alegre / SP"	2022/04/19	A-	333
Lopes	(Decimal('-12.4142685'), Decimal('-21.632309'))	80675193230	Dr. Gustavo Henrique Duarte	varagao@hotmail.com	2020		yan88	1915-01-31	"Trevo Rodrigo Martins, 69
Goiania
28431-271 Sousa / PB"	12/18/2021, 00:00:00	B-	52
Montanari SPA	(Decimal('40.233523'), Decimal('62.520134'))	PCNNNR89D16E345Y	Annunziata Martucci	udinesiadriano@poste.it	1653		alessiogaribaldi	1959-02-20	"Strada Mercadante, 2
73029, Acaia (LE)"	06 Dec 2020	B+	252
Moreira	(Decimal('-86.3038875'), Decimal('-4.526185'))	12685479309	Ana Beatriz Costa	brayancardoso@bol.com.br	2098		sophie69	1993-11-22	"Lagoa Ferreira, 91
Mangabeiras
22750-576 Albuquerque Paulista / PI"	25 May 2025	B+	17
Barnett, Henry and Garcia	(Decimal('-12.1752665'), Decimal('-27.280951'))	329-29-6407	Kimberly Kim	ojohnson@yahoo.com	1757		whitneymorris	1963-10-11	"4788 Brian Mews Apt. 020
North Jeffreyhaven, SC 88763"	2019/03/14	A+	262
Ribeiro S.A.	(Decimal('34.7398465'), Decimal('-167.340279'))	53280197414	Giovanna da Paz	nunessamuel@bol.com.br	944		ymendonca		"Núcleo Isabel Alves, 9
São Francisco
90053-501 Moreira / RN"	2019/11/27	AB+	287
高橋運輸合同会社	(Decimal('-31.961268'), Decimal('-50.181496'))	291-81-2509	阿部 里佳	hanako03@hotmail.com	1880		yosuke27			2022-02-25	A+	646
有限会社藤田印刷	(Decimal('88.2530025'), Decimal('-136.815563'))	236-36-1582	伊藤 直子	momoko14@hotmail.com	1489		jmatsumoto	1999-09-30	岩手県御蔵島村雷門8丁目21番8号 パーク大京町305	06/09/2019, 00:00:00	B+	264
Ferguson, Sharp and Jones	(Decimal('-28.2189885'), Decimal('164.158115'))	005-78-6113	Casey Mccoy V	shelley88@yahoo.com	1040		cjacobson	1999-09-08	"77075 Amanda Plains Apt. 113
New Randychester, NH 90519"	2018/10/28	O+	367
Vollbrecht GbR	(Decimal('-81.1222255'), Decimal('-3.241686'))	842-73-4262	Prof. Oswald Schönland MBA.	ringaugust@yahoo.de	1385		annettmoechlichen			27 Feb 2022	A+	179
有限会社石井電気	(Decimal('69.0139695'), Decimal('45.437835'))	318-97-5503	佐々木 千代	yosuketanaka@hotmail.com	792		mnakamura	1996-12-12	富山県中央区竜泉16丁目19番17号 千束アーバン857	07/21/2023, 00:00:00	AB-	521
Nunes	(Decimal('-60.553301'), Decimal('-143.704697'))	85403176217	João Felipe da Mota	lavinia15@bol.com.br	21		araujomaria-vitoria		"Praça de Ribeiro, 41
Alpes
26792-818 Cavalcante / AP"	2023-12-16	O+	109
Martinez Group	(Decimal('26.165044'), Decimal('53.492719'))	251-66-7262	Joshua Buchanan	jennifergrant@hotmail.com	1070		igreene		"089 Jessica Gateway
Catherineborough, NC 53547"	26 Apr 2022	B-	205
Fernandes	(Decimal('-13.098659'), Decimal('134.151353'))	93510827414	Matheus Nunes	henriqueda-cruz@ig.com.br	2017		arthur-gabrielrodrigues	1914-01-09	"Aeroporto Cassiano, 53
Marilandia
54831886 Pinto / SE"	2020-07-05	AB-	509
Garozzo s.r.l.	(Decimal('-22.006051'), Decimal('22.158882'))	NDRCRN02R58E651J	Erika Trebbi	crespiraffaellino@tim.it	7		iferrabosco	2008-03-14	"Rotonda Niggli, 31
10034, Chivasso (TO)"	08 Oct 2020	B+	64
Cocci, Moccia e Luxardo Group	(Decimal('-44.1432575'), Decimal('5.022933'))	PNTLCU42S46E661D	Sig. Pomponio Togliatti	casalesimone@virgilio.it	1674		guaratolucio			2021/07/18	A+	262
Hahn GmbH	(Decimal('7.9656715'), Decimal('-135.055773'))	987-09-8424	Frau Isa Heß B.Sc.	gotthard55@gmx.de	295		herbertkoch-ii	1926-10-10		10/04/2018, 00:00:00	O-	567
Randazzo-Campanella s.r.l.	(Decimal('-45.814813'), Decimal('100.055051'))	GRSTNI11A21E301C	Camillo Mozart	dario27@vodafone.it	1020		hvisintini	2022-08-29	"Contrada Tremonti, 23
00060, Magliano Romano (RM)"	2022-03-02	AB-	459
Barillaro e figli	(Decimal('-62.635896'), Decimal('48.762283'))	NVRVTI85A45C908U	Luigi Scandone	nittifedele@hotmail.it	40		angelica88		"Incrocio Alfredo, 956
33054, Lignano Sabbiadoro (UD)"	21 Apr 2025	AB+	110
Mitschke	(Decimal('-47.2055695'), Decimal('110.602802'))	439-87-2695	Ing. Alma Holt B.Sc.	kscholz@googlemail.com	333		georgine26		"Konrad-Warmer-Ring 3-1
06036 Haldensleben"	2022/08/21	O-	489
Pastor	(Decimal('46.6555355'), Decimal('-6.582870'))	58792630456	Bruno Oliveira	pimentamanuella@ig.com.br	1410		larissa99		"Rua Costela, 26
Vila Cemig
29980064 Vasconcelos / RJ"	2025-07-27	O+	474
Hanna and Sons		109-50-0158	Dustin Hughes	megansullivan@yahoo.com	1130		edwardsantos	2016-06-05	"14416 Angel Plain Suite 352
New Amanda, FM 60313"	2025/09/06	O-	96
吉田農林合同会社	(Decimal('62.853974'), Decimal('20.559690'))	724-66-6520	遠藤 晃	ctakahashi@gmail.com	1757		osamu33	1973-02-13	熊本県浦安市細野42丁目16番20号	2021/11/01	O-	195
Thompson, Dean and Gonzalez	(Decimal('21.327193'), Decimal('-39.775517'))	165-34-5419	Kristin Leon	xmorales@hotmail.com	371		abigail93	2001-06-27		2019/05/04	A-	172
Scalfaro, Pacomio e Travaglio s.r.l.	(Decimal('46.4676635'), Decimal('119.533824'))	PLZCRN78A02H785G	Romana Giannotti	alessialombardi@hotmail.it	488		luciano91	2015-06-23	"Via Ornella, 57 Piano 5
20865, Usmate Velate (MB)"	2023/07/15	B-	303
Kelly Ltd	(Decimal('30.369256'), Decimal('-62.341239'))	700-17-0021	Suzanne Barker	jordansims@gmail.com	600		robertsmark	1914-02-01	"67793 Amanda Meadow Apt. 724
Paulton, DE 72926"	09/17/2022, 00:00:00	AB+	585
林運輸株式会社	(Decimal('25.010732'), Decimal('99.860819'))	529-78-8840	伊藤 知実	kobayashikenichi@gmail.com	312		suzukiyuki		高知県四街道市九段南8丁目12番14号 下吉羽シャルム126	14 Oct 2019	O-	562
Cruz Group	(Decimal('35.6766705'), Decimal('-176.834097'))	315-65-4198	Richard Jenkins III	nathanruiz@yahoo.com	108		cspence		"7529 Tara Crossing
North Rebecca, MT 39095"	2023-04-19	O-	631
Berrè, Fattori e Angiolello SPA	(Decimal('-61.669513'), Decimal('-51.320027'))	RCLPRD01T47H599X	Melina Mannoia	dmondaini@outlook.com	2177		jsollima	1970-03-11		2020-12-31	O-	674
Bautista-Stanton	(Decimal('-13.429104'), Decimal('122.958972'))	878-20-3907	Kenneth Peterson	jasmin61@gmail.com	719		justin81	2013-11-27	"PSC 7642, Box 4928
APO AE 36738"	23 Apr 2023	AB-	193
Trüb Albers GmbH & Co. KG	(Decimal('-47.547830'), Decimal('33.720027'))	080-27-6818	Frau Marica Eckbauer B.Sc.	mbaum@gmx.de	411		kaesterantje		"Reinhardtallee 5859
59666 Holzminden"	04/20/2019, 00:00:00	AB+	540
合同会社小林鉱業	(Decimal('-5.6721685'), Decimal('-135.766533'))	079-64-9469	三浦 涼平	tanakaharuka@yahoo.com	882		yasuhiro14	1990-11-11	広島県横浜市泉区上野桜木8丁目23番9号 南赤田コーポ857	20 Aug 2023	B+	337
Schulz	(Decimal('-45.6135675'), Decimal('125.043040'))	000-89-3983	Irene Drub	heckerpetros@aol.de	684		gotthardcorinne		"Scheibeallee 51
45978 Hamburg"	06 Aug 2021	AB-	512
Römer	(Decimal('-58.5625335'), Decimal('0.636336'))	193-43-7603	Herr Eberhard Losekann	raik31@yahoo.de	1340		saskiamies	1988-06-29	"Timm-Kohl-Platz 33/30
93328 Brandenburg"	2022-12-30	AB+	221
Casa Grande Moreira - ME	(Decimal('-7.958416'), Decimal('-168.458780'))	74590213699	Lorenzo Porto	usa@uol.com.br	2071		brunocostela	1985-04-13		2024-10-25	O+	647
Macedo	(Decimal('33.273412'), Decimal('19.632326'))	82301756912	Dr. Pedro Miguel Vieira	bcaldeira@gmail.com	1256		ocavalcante	1995-05-08	"Chácara de Cardoso, 31
Campo Alegre
84985280 Rios Paulista / ES"	11/22/2020, 00:00:00	AB-	360
Pimenta - ME	(Decimal('36.9711095'), Decimal('116.625953'))	19324860704	Letícia Montenegro	aragaorael@ig.com.br	183		giovannasouza			31 Oct 2023	O-	232
Burgess Group		583-74-2863	Craig Reid	maryalvarez@gmail.com	1462		castillodennis		"PSC 7683, Box 9491
APO AE 84254"	30 Aug 2022	O-	508
Neureuther Stolze KG	(Decimal('52.504648'), Decimal('83.177010'))	312-90-5555	Insa Klapp	ohettner@gmail.com	1888		steythies	1974-06-14	"Schollweg 33-41
39703 Fallingbostel"	2019/09/06	B+	96
井上情報株式会社	(Decimal('-16.414687'), Decimal('157.790276'))	207-41-5684	池田 太一	hiroshi69@hotmail.com	525		naoto89	1980-10-31	新潟県横浜市中区箪笥町38丁目16番4号 所野コート740	06/10/2020, 00:00:00	O+	160
Ferragni, Ferrari e Scotti e figli	(Decimal('-19.882552'), Decimal('36.970335'))	TRRSLV27T55D477G	Sig. Francesco Interminei	jbettoni@fastwebnet.it	1218		musattibiagio		"Piazza Silvia, 734 Piano 5
20035, Villa Cortese (MI)"	2020/08/30	AB-	640
Casadei-Guidotti Group	(Decimal('-12.062306'), Decimal('12.218762'))	BTGSLV04P61F283M	Patrizia Salvo	zampagustavo@tiscali.it	559		raffaelloferretti	1984-03-17	"Vicolo Sermonti, 331
33079, Ramuscello (PN)"	15 Jun 2020	A-	653
Polesel-Farinelli Group	(Decimal('-21.0141385'), Decimal('-168.702552'))	PLCGLM88S03H220Y	Giuliana Salvini	gentileschigiovanni@alice.it	1506		rosasandi	1935-05-28	"Viale Giulio, 91 Piano 2
21054, Bergoro (VA)"	2023-02-11	A-	308
Olson Inc	(Decimal('-10.9280755'), Decimal('171.977466'))	370-86-3642	Donald Shaffer	amy96@hotmail.com	829		usmith	1949-08-21	"PSC 5114, Box 4130
APO AA 70085"	03/02/2019, 00:00:00	B+	203
Polani-Viviani SPA	(Decimal('-45.919244'), Decimal('21.153822'))	MSTBTC08H04E949W	Salvi Zichichi-Morosini	atremonti@fastwebnet.it	737		laurababati	2005-04-13	"Strada Zoppetto, 0
37068, Forette (VR)"	04 Jun 2019	O+	603
株式会社中島銀行	(Decimal('46.3328365'), Decimal('-1.624337'))	696-90-2881	福田 淳	murakamimanabu@yahoo.com	1525		yosuke97	1988-12-16		2019/02/17	AB-	441
山本印刷合同会社	(Decimal('-22.8442795'), Decimal('40.067091'))	282-15-7864	小林 裕美子	pogawa@yahoo.com	1740		sayuri93		山形県長生郡長柄町美原町39丁目23番5号	08 May 2020	A+	517
Pimenta S.A.	(Decimal('47.2605485'), Decimal('122.379911'))	10826537480	Luiza Pires	montenegromaria-julia@ig.com.br	988		vitoriamarques	1912-09-27	"Viaduto de Pinto, 685
Vila Satélite
76663306 Garcia / PB"	17 Oct 2021	O+	426
石井通信合同会社	(Decimal('-46.612604'), Decimal('15.559941'))	598-33-5609	佐藤 陽一	mituru93@hotmail.com	1646		lsato		岩手県杉並区今戸38丁目14番6号	07/10/2023, 00:00:00	O-	46
Rizzo, Stefanelli e Pirelli SPA	(Decimal('49.785617'), Decimal('-68.685523'))	MJWLNI54S23M002O	Gianni Curci	massimilianonievo@tele2.it	1812		antonino90	1929-04-04		2023-02-09	B-	299
Fagotto Group	(Decimal('2.3249155'), Decimal('92.424146'))	RFFDNL00R29B879K	Lucio Tacchini	marina96@fastwebnet.it	10		ferdinando88		"Vicolo Faranda, 81 Piano 6
20826, Misinto (MB)"	2023/04/24	B-	51
Fernandes Correia - EI	(Decimal('-86.213195'), Decimal('-11.485173'))	25913768400	Dra. Olívia Andrade	isabellapastor@gmail.com	827		joao-guilhermemonteiro		"Viaduto das Neves, 48
Barão Homem De Melo 1ª Seção
66379-951 Leão de Cardoso / ES"	2024/04/01	AB-	199
Kuhl	(Decimal('19.466688'), Decimal('129.156324'))	612-10-0586	Hubertine Stolze B.Sc.	cindy77@gmx.de	1199		adina21	2022-08-09	"Hartwig-Heydrich-Allee 598
82351 Sankt Goar"	2023/11/01	B-	577
佐藤通信株式会社	(Decimal('69.4704665'), Decimal('162.363413'))	365-90-1981	渡辺 淳	hashimotoyui@hotmail.com	120		kanafujita	1980-06-12	福井県川崎市多摩区一ツ橋6丁目25番2号 クレスト手岡827	2020/07/29	A+	561
池田印刷合同会社	(Decimal('-23.126709'), Decimal('-79.158438'))	737-44-4819	井上 浩	vyoshida@yahoo.com	2168		akemi21		長崎県長生郡白子町明石町29丁目15番5号 クレスト湯本塩原531	13 Oct 2023	B+	391
Caspar Plath GmbH & Co. KG	(Decimal('-40.761046'), Decimal('46.845863'))	342-59-9616	Auguste Bender-Schmidt	gbien@googlemail.com	1928		rohtniels	1985-07-31	"Johannstr. 9
63031 Bremervörde"	06/10/2019, 00:00:00	B+	45
Rogge AG	(Decimal('-79.9163025'), Decimal('98.318358'))	415-73-2297	Andrey Naser	koesterlydia@web.de	1947		lindaurene		"Ottilie-Scholtz-Allee 4/8
92449 Wurzen"	2022-01-07	AB+	11
Garcia, Clark and Jones	(Decimal('23.5707165'), Decimal('31.996758'))	191-06-9400	Aaron Gutierrez	singhjoshua@gmail.com	1939		eleblanc		"PSC 2394, Box 1524
APO AP 62715"	31 Jul 2021	AB+	465
Schüler	(Decimal('-43.000015'), Decimal('-62.260327'))	755-34-5351	Kathi Sölzer	ottojaqueline@gmx.de	1552		flora26	1958-07-16	"Elwira-Graf-Ring 5
77876 Hoyerswerda"	08/06/2019, 00:00:00	AB-	618
Einaudi, Comeriato e Vidoni e figli	(Decimal('-50.136780'), Decimal('29.547708'))	TNCNNZ38B15C547Z	Veronica Saragat-Romagnoli	clelia24@libero.it	1645		pomponiobersani	1965-10-14	"Piazza Depero, 872 Piano 2
96018, Marzamemi (SR)"	2023-12-31	O+	94
White LLC	(Decimal('72.521616'), Decimal('-144.757912'))	064-55-1929	Sarah Willis	fmiller@yahoo.com	572		robert02		"USCGC Browning
FPO AP 77112"	04/13/2020, 00:00:00	AB+	32
井上電気有限会社	(Decimal('-47.717878'), Decimal('-88.762348'))	272-72-3031	吉田 智也	yamamotomanabu@gmail.com	461		phayashi		静岡県荒川区芝公園23丁目23番6号 下宇和田シャルム765	29 Nov 2019	B+	401
鈴木印刷有限会社	(Decimal('73.960945'), Decimal('-58.282238'))	884-92-3886	村上 明美	asuka34@hotmail.com	1873		kkobayashi		三重県八千代市九段南27丁目17番13号 皇居外苑シャルム325	2023-09-11	B-	690
Gentileschi-Trapani Group	(Decimal('-82.674915'), Decimal('-56.063491'))	GZZLSE64E29L991A	Alberto Onisto	borsellinolucia@alice.it	697		michelotto78	1948-04-14	"Incrocio Giacconi, 8
89050, Sant'Alessio In Aspromonte (RC)"	02/26/2021, 00:00:00	AB-	419
有限会社阿部運輸	(Decimal('81.5291865'), Decimal('-82.061682'))	396-09-4144	岡本 京助	kenichi69@yahoo.com	2129		mai28		東京都北区花島29丁目14番18号	2020-06-30	B-	259
Jesus	(Decimal('61.8020635'), Decimal('82.874525'))	59178026377	Arthur Castro	freitasisaque@bol.com.br	2099		aylla32		"Vale de Cirino, 935
Jardim Montanhês
27226397 Sampaio da Prata / MT"	07/23/2019, 00:00:00	A-	567
Campos Moura S/A	(Decimal('-3.8568905'), Decimal('-72.462942'))	93751042814	Sra. Maria Julia Fonseca	ymonteiro@gmail.com	1745		lsampaio	2025-07-30	"Pátio Maysa Montenegro, 32
Alto Das Antenas
64922561 Ribeiro / RS"	07/25/2019, 00:00:00	O+	266
Sabatini, Argentero e Nitto e figli	(Decimal('-26.2467435'), Decimal('21.722631'))	FSLTNI10T26E925X	Pina Dulbecco	zfagotto@live.com	2109		bnugnes	2004-08-31	"Canale Tullio, 735 Piano 7
16124, Genova (GE)"	08/15/2024, 00:00:00	A-	308
das Neves Rocha S.A.	(Decimal('-15.4084885'), Decimal('5.487535'))	53190268460	Murilo Fonseca	davi-luccacavalcanti@yahoo.com.br	2036		bentobarbosa	1960-04-19	"Loteamento Pires, 131
Saudade
07812-127 Aparecida / RN"	05 May 2024	B-	647
Azevedo Silva Ltda.	(Decimal('85.7141335'), Decimal('-65.115657'))	07351249652	Rafael Pereira	lizda-cunha@hotmail.com	478		novaeseduardo		"Jardim Maria Eduarda Melo, 79
Jardim Montanhês
45392-212 Santos de Sousa / MS"	12/13/2024, 00:00:00	A+	30
Parker-Burke	(Decimal('68.152245'), Decimal('172.153607'))	389-28-5501	Victoria Baker	whill@hotmail.com	577		alanspencer	2013-02-10		10/30/2020, 00:00:00	O+	661
Osborn Inc	(Decimal('15.6516375'), Decimal('-43.141049'))	419-90-8117	Jean Turner	barrettmichael@gmail.com	409		casey82	2014-04-06	"535 Jones Turnpike Suite 968
Priceborough, MS 31711"	09/17/2022, 00:00:00	A-	23
Gierschner	(Decimal('-80.5149505'), Decimal('137.057281'))	605-30-1327	Hans-Theo Hartung	doerschnerlars@googlemail.com	2063		ugotthard	2020-07-02	"Elias-Meyer-Gasse 71-58
52101 Magdeburg"	21 Jul 2019	B+	228
Tremonti Group	(Decimal('-53.4424505'), Decimal('54.689017'))	CMRSTN44A60B430B	Adriana Saragat	marcacciluigina@yahoo.com	2113		libertoliguori		"Borgo Marcella, 443
23033, Tiolo (SO)"	11/22/2023, 00:00:00	AB+	237
小川鉱業株式会社	(Decimal('-57.029013'), Decimal('-132.664989'))	433-75-9615	渡辺 和也	naokoikeda@hotmail.com	1235		osamu25		島根県調布市前弥六南町4丁目8番4号 日本堤シャルム404	2018/11/11	AB+	443
Emo-Manacorda e figli	(Decimal('41.3446605'), Decimal('27.191486'))	CRDNCI51R60E864S	Sig. Osvaldo Tasca	wpareto@fastwebnet.it	1066		torloniaserena		"Strada Serena, 91
16133, Bavari (GE)"	2020-08-15	O+	183
Borghese, Tropea e Morandi Group	(Decimal('34.387373'), Decimal('177.015953'))	RSTMCL48L55A320N	Lidia Tanzini	arsenio44@tin.it	2057		calarcoamico	1935-08-03	"Contrada Sommaruga, 6
73045, Leverano (LE)"	2019/10/01	B-	612
Woodward LLC	(Decimal('-55.485597'), Decimal('-36.112498'))	453-89-4080	Timothy Johnson	lthompson@gmail.com	1209		dennistanya	1917-08-28	"1328 Gregory Parks
Edwardsport, AK 47751"	03/09/2021, 00:00:00	B-	160
山田通信株式会社	(Decimal('-29.120393'), Decimal('23.509470'))	392-77-4845	村上 太郎	takahashinaoki@gmail.com	2108		mikakoyamamoto	2004-01-04	兵庫県御蔵島村羽折町20丁目3番11号 シャルム戸島411	09/17/2025, 00:00:00	A+	278
渡辺電気合同会社	(Decimal('-75.035580'), Decimal('-94.483015'))	542-90-2622	渡辺 太郎	dsato@gmail.com	1691		nakajimayasuhiro		東京都富津市横林2丁目21番5号	12 Nov 2021	A-	370
吉田情報合同会社	(Decimal('45.340872'), Decimal('-14.568880'))	484-92-2042	藤田 洋介	kmori@hotmail.com	319		lsuzuki	1920-01-05	富山県千代田区東上野5丁目11番11号	2024-09-28	O+	284
Fusani, Palazzo e Bettin Group	(Decimal('-26.651366'), Decimal('41.938476'))	ZTTLME27S68H386T	Graziano Emanuelli	borronibeppe@gmail.com	134		sandrosabbatini		"Vicolo Casarin, 4 Piano 4
74121, Taranto (TA)"	2020/07/30	A-	577
Abreu	(Decimal('-87.069014'), Decimal('-48.737010'))	30425891704	Isabelly Cassiano	antonyalves@ig.com.br	721		thalesmontenegro	1909-12-24	"Conjunto de das Neves, 8
Salgado Filho
17276-982 Costela de Pereira / SP"	08/20/2020, 00:00:00	O+	693
